Id	CAS	SMILES	Status	Experimental value 	Predicted value 
245	3570-75-0	O=CNNc1nc(cs1)c2oc(cc2)[N+](=O)O	Training	Carcinogen	Carcinogen
246	62-55-5	NC(C)=S	Training	Carcinogen	Carcinogen
247	139-65-1	Nc1ccc(cc1)Sc2ccc(N)cc2	Training	Carcinogen	Carcinogen
248	62-56-6	NC(N)=S	Training	Carcinogen	NON-Carcinogen
249	95-80-7	Nc1ccc(c(N)c1)C	Training	Carcinogen	NON-Carcinogen
250	584-84-9	O=C=Nc1ccc(c(N=C=O)c1)C	Training	Carcinogen	Carcinogen
251	91-08-7	O=C=Nc1cccc(N=C=O)c1C	Training	Carcinogen	Carcinogen
252	95-53-4	Nc1ccccc1C	Training	Carcinogen	NON-Carcinogen
253	8001-35-2	C=C1C(CCl)(CCl)C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	Carcinogen	Carcinogen
254	79-00-5	C(C(Cl)Cl)Cl	Test	Carcinogen	Carcinogen
255	79-01-6	C(=C(Cl)Cl)Cl	Training	Carcinogen	Carcinogen
256	88-06-2	Oc1c(cc(cc1Cl)Cl)Cl	Training	Carcinogen	NON-Carcinogen
257	126-72-7	O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br	Training	Carcinogen	NON-Carcinogen
258	52-24-4	N1(CC1)P(N2CC2)(N3CC3)=S	Training	Carcinogen	NON-Carcinogen
259	62450-06-0	n2c(N)c(c3[nH]c1ccccc1c3(c2C))C	Training	Carcinogen	Carcinogen
260	62450-07-1	n2c(N)cc3[nH]c1ccccc1c3(c2C)	Training	Carcinogen	Carcinogen
261	51-79-6	O=C(OCC)N	Training	Carcinogen	NON-Carcinogen
262	593-60-2	C=CBr	Training	Carcinogen	NON-Carcinogen
263	75-01-4	C=CCl	Test	Carcinogen	Carcinogen
264	83-32-9	c2cc1cccc3c1c(c2)CC3	Training	NON-Carcinogen	Carcinogen
265	30560-19-1	O=C(NP(=O)(OC)SC)C	Test	NON-Carcinogen	NON-Carcinogen
266	34256-82-1	O=C(N(c1c(cccc1CC)C)COCC)CCl	Training	NON-Carcinogen	Carcinogen
267	67-64-1	O=C(C)C	Training	NON-Carcinogen	NON-Carcinogen
268	75-86-5	N#CC(O)(C)C	Training	NON-Carcinogen	NON-Carcinogen
269	75-05-8	N#CC	Training	NON-Carcinogen	NON-Carcinogen
270	98-86-2	O=C(c1ccccc1)C	Test	NON-Carcinogen	NON-Carcinogen
271	107-02-8	O=CC=C	Training	NON-Carcinogen	NON-Carcinogen
272	79-10-7	O=C(O)C=C	Training	NON-Carcinogen	NON-Carcinogen
273	111-69-3	N#CCCCCC#N	Training	NON-Carcinogen	NON-Carcinogen
274	15972-60-8	O=C(N(c1c(cccc1CC)CC)COC)CCl	Training	NON-Carcinogen	Carcinogen
275	116-06-3	O=C(ON=CC(C)(C)SC)NC	Test	NON-Carcinogen	NON-Carcinogen
276	1646-88-4	O=C(ON=CC(C)(C)S(=O)(=O)C)NC	Training	NON-Carcinogen	NON-Carcinogen
277	107-18-6	OCC=C	Training	NON-Carcinogen	NON-Carcinogen
278	834-12-8	n1c(nc(nc1NC(C)C)SC)NCC	Training	NON-Carcinogen	NON-Carcinogen
279	591-27-5	Oc1cccc(N)c1	Training	NON-Carcinogen	NON-Carcinogen
280	123-30-8	Oc1ccc(N)cc1	Test	NON-Carcinogen	NON-Carcinogen
281	504-24-5	n1ccc(N)cc1	Training	NON-Carcinogen	NON-Carcinogen
282	33089-61-1	N(=CN(C=Nc1ccc(cc1C)C)C)c2ccc(cc2C)C	Training	NON-Carcinogen	Carcinogen
283	75-85-4	OC(C)(C)CC	Training	NON-Carcinogen	NON-Carcinogen
284	120-12-7	c1ccc2cc3ccccc3(cc2(c1))	Training	NON-Carcinogen	Carcinogen
285	84-65-1	O=C1c3ccccc3(C(=O)c2ccccc12)	Test	NON-Carcinogen	Carcinogen
286	11126-42-4	c3c(c2cc(c(c1cc(c(c(c1)Cl)Cl)Cl)c(c2Cl)Cl)Cl)c(c(cc3Cl)Cl)Cl	Training	NON-Carcinogen	Carcinogen
287	3337-71-1	O=C(OC)NS(=O)(=O)c1ccc(N)cc1	Training	NON-Carcinogen	NON-Carcinogen
288	1912-24-9	n1c(nc(nc1NC(C)C)Cl)NCC	Training	NON-Carcinogen	NON-Carcinogen
290	86-50-0	O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)	Test	NON-Carcinogen	Carcinogen
291	123-77-3	O=C(N=NC(=O)N)N	Training	NON-Carcinogen	Carcinogen
292	1861-40-1	O=[N+]([O-])c1cc(cc(c1N(CC)CCCC)[N+](=O)[O-])C(F)(F)F	Training	NON-Carcinogen	NON-Carcinogen
293	17804-35-2	O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC)	Training	NON-Carcinogen	NON-Carcinogen
294	83055-99-6	O=C(OC)c1ccccc1CS(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC	Training	NON-Carcinogen	NON-Carcinogen
295	25057-89-0	O=C1c2ccccc2(NS(=O)(=O)N1C(C)C)	Test	NON-Carcinogen	NON-Carcinogen
296	100-52-7	O=Cc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
297	134-62-3	O=C(c1cccc(c1)C)N(CC)CC	Training	NON-Carcinogen	NON-Carcinogen
298	108-98-5	c1ccc(cc1)S	Training	NON-Carcinogen	NON-Carcinogen
299	65-85-0	O=C(O)c1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
300	98-07-7	c1ccc(cc1)C(Cl)(Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
301	100-51-6	OCc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
302	42576-02-3	O=C(OC)c2cc(Oc1ccc(cc1Cl)Cl)ccc2[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
303	82657-04-3	O=C(OCc2cccc(c1ccccc1)c2C)C3C(C=C(C(F)(F)F)Cl)C3(C)(C)	Training	NON-Carcinogen	NON-Carcinogen
304	92-52-4	c1ccc(cc1)c2ccccc2	Training	NON-Carcinogen	NON-Carcinogen
305	111-91-1	O(COCCCl)CCCl	Test	NON-Carcinogen	NON-Carcinogen
306	80-05-7	Oc1ccc(cc1)C(c2ccc(O)cc2)(C)C	Training	NON-Carcinogen	Carcinogen
307	108-86-1	c1ccc(cc1)Br	Training	NON-Carcinogen	NON-Carcinogen
308	74-97-5	C(Cl)Br	Training	NON-Carcinogen	NON-Carcinogen
309	74-83-9	CBr	Training	NON-Carcinogen	NON-Carcinogen
310	2104-96-3	O(c1cc(c(cc1Cl)Br)Cl)P(OC)(OC)=S	Test	NON-Carcinogen	NON-Carcinogen
311	106-94-5	CCCBr	Training	NON-Carcinogen	NON-Carcinogen
312	1689-84-5	N#Cc1cc(c(O)c(c1)Br)Br	Training	NON-Carcinogen	NON-Carcinogen
313	1689-99-2	N#Cc1cc(c(OC(=O)CCCCCCC)c(c1)Br)Br	Training	NON-Carcinogen	NON-Carcinogen
314	71-36-3	OCCCC	Training	NON-Carcinogen	NON-Carcinogen
315	85-68-7	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	Test	NON-Carcinogen	NON-Carcinogen
316	78-92-2	OC(C)CC	Training	NON-Carcinogen	NON-Carcinogen
317	2008-41-5	O=C(N(CC(C)C)CC(C)C)SCC	Training	NON-Carcinogen	NON-Carcinogen
318	128-37-0	Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C	Training	NON-Carcinogen	NON-Carcinogen
319	104-51-8	c1ccc(cc1)CCCC	Training	NON-Carcinogen	NON-Carcinogen
320	135-98-8	c1ccc(cc1)C(C)CC	Test	NON-Carcinogen	NON-Carcinogen
321	98-06-6	c1ccc(cc1)C(C)(C)C	Training	NON-Carcinogen	NON-Carcinogen
322	85-70-1	O=C(OCC(=O)OCCCC)c1ccccc1(C(=O)OCCCC)	Training	NON-Carcinogen	NON-Carcinogen
323	75-60-5	O=[As](O)(C)C	Training	NON-Carcinogen	NON-Carcinogen
324	105-60-2	O=C1NCCCCC1	Training	NON-Carcinogen	NON-Carcinogen
325	63-25-2	O=C(Oc1cccc2ccccc12)NC	Test	NON-Carcinogen	NON-Carcinogen
326	86-74-8	c1ccc3c(c1)[nH]c2ccccc23	Training	NON-Carcinogen	Carcinogen
327	1563-66-2	O=C(Oc2cccc1c2(OC(C)(C)C1))NC	Training	NON-Carcinogen	Carcinogen
328	75-15-0	C(=S)=S	Training	NON-Carcinogen	NON-Carcinogen
329	630-08-0	[C-]#[O+]	Training	NON-Carcinogen	NON-Carcinogen
330	463-58-1	O=C=S	Test	NON-Carcinogen	NON-Carcinogen
331	55285-14-8	O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCCC)CCCC	Training	NON-Carcinogen	NON-Carcinogen
332	5234-68-4	O=C(Nc1ccccc1)C2=C(OCCS2)C	Training	NON-Carcinogen	NON-Carcinogen
333	75-87-6	O=CC(Cl)(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
334	302-17-0	OC(O)C(Cl)(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
335	133-90-4	O=C(O)c1cc(cc(N)c1Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
336	118-75-2	O=C1C(=C(C(=O)C(=C1Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
337	470-90-6	O=P(OC(=CCl)c1ccc(cc1Cl)Cl)(OCC)OCC	Training	NON-Carcinogen	NON-Carcinogen
338	90982-32-4	O=C(OCC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)Cl	Training	NON-Carcinogen	NON-Carcinogen
339	75-68-3	FC(F)(C)Cl	Training	NON-Carcinogen	NON-Carcinogen
340	107-20-0	O=CCCl	Test	NON-Carcinogen	NON-Carcinogen
341	79-11-8	O=C(O)CCl	Training	NON-Carcinogen	NON-Carcinogen
342	532-27-4	O=C(c1ccccc1)CCl	Training	NON-Carcinogen	NON-Carcinogen
343	106-47-8	Nc1ccc(cc1)Cl	Training	NON-Carcinogen	NON-Carcinogen
344	108-90-7	c1ccc(cc1)Cl	Training	NON-Carcinogen	NON-Carcinogen
345	74-11-3	O=C(O)c1ccc(cc1)Cl	Test	NON-Carcinogen	NON-Carcinogen
346	121-17-5	O=[N+]([O-])c1cc(ccc1Cl)C(F)(F)F	Training	NON-Carcinogen	NON-Carcinogen
347	98-56-6	FC(F)(F)c1ccc(cc1)Cl	Training	NON-Carcinogen	NON-Carcinogen
348	109-69-3	CCCCCl	Training	NON-Carcinogen	NON-Carcinogen
349	75-45-6	FC(F)Cl	Training	NON-Carcinogen	NON-Carcinogen
350	107-07-3	OCCCl	Test	NON-Carcinogen	NON-Carcinogen
351	91-58-7	c1ccc2cc(ccc2(c1))Cl	Training	NON-Carcinogen	NON-Carcinogen
352	88-73-3	O=[N+]([O-])c1ccccc1Cl	Training	NON-Carcinogen	NON-Carcinogen
353	100-00-5	O=[N+]([O-])c1ccc(cc1)Cl	Training	NON-Carcinogen	NON-Carcinogen
354	95-57-8	Oc1ccccc1Cl	Training	NON-Carcinogen	NON-Carcinogen
355	106-48-9	Oc1ccc(cc1)Cl	Test	NON-Carcinogen	NON-Carcinogen
356	76-06-2	O=[N+]([O-])C(Cl)(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
357	75-29-6	CC(C)Cl	Training	NON-Carcinogen	Carcinogen
358	95-49-8	c1ccc(c(c1)C)Cl	Training	NON-Carcinogen	NON-Carcinogen
359	106-43-4	c1cc(ccc1C)Cl	Training	NON-Carcinogen	NON-Carcinogen
360	101-21-3	O=C(OC(C)C)Nc1cccc(c1)Cl	Test	NON-Carcinogen	NON-Carcinogen
361	2921-88-2	n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
362	5598-13-0	n1c(OP(OC)(OC)=S)c(cc(c1Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
363	64902-72-3	O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2Cl	Training	NON-Carcinogen	NON-Carcinogen
364	1861-32-1	O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
365	74115-24-5	n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl	Test	NON-Carcinogen	Carcinogen
366	108-39-4	Oc1cccc(c1)C	Training	NON-Carcinogen	NON-Carcinogen
367	95-48-7	Oc1ccccc1C	Training	NON-Carcinogen	NON-Carcinogen
368	106-44-5	Oc1ccc(cc1)C	Training	NON-Carcinogen	NON-Carcinogen
369	59-50-7	Oc1ccc(c(c1)C)Cl	Training	NON-Carcinogen	NON-Carcinogen
370	123-73-9	O=CC=CC	Test	NON-Carcinogen	NON-Carcinogen
371	98-82-8	c1ccc(cc1)C(C)C	Training	NON-Carcinogen	NON-Carcinogen
372	21725-46-2	N#CC(Nc1nc(nc(n1)Cl)NCC)(C)C	Training	NON-Carcinogen	NON-Carcinogen
373	57-12-5	[C-]#N	Training	NON-Carcinogen	NON-Carcinogen
374	460-19-5	N#CC#N	Training	NON-Carcinogen	NON-Carcinogen
375	506-68-3	N#CBr	Test	NON-Carcinogen	Carcinogen
376	506-77-4	N#CCl	Training	NON-Carcinogen	NON-Carcinogen
377	110-82-7	C1CCCCC1	Training	NON-Carcinogen	NON-Carcinogen
378	87-84-3	C1(C(C(C(C(C1Br)Br)Br)Br)Br)Cl	Training	NON-Carcinogen	NON-Carcinogen
379	108-94-1	O=C1CCCCC1	Training	NON-Carcinogen	NON-Carcinogen
380	110-83-8	C1=CCCCC1	Test	NON-Carcinogen	NON-Carcinogen
381	108-91-8	NC1CCCCC1	Training	NON-Carcinogen	NON-Carcinogen
382	542-92-7	C=1C=CCC=1	Training	NON-Carcinogen	NON-Carcinogen
383	68359-37-5	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3	Training	NON-Carcinogen	NON-Carcinogen
384	68085-85-8	N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	NON-Carcinogen	NON-Carcinogen
385	52315-07-8	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	NON-Carcinogen	NON-Carcinogen
386	66215-27-8	n1c(nc(nc1N)NC2CC2)N	Training	NON-Carcinogen	NON-Carcinogen
387	75-99-0	O=C(O)C(C)(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
388	1163-19-5	O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br	Training	NON-Carcinogen	NON-Carcinogen
389	124-18-5	CCCCCCCCCC	Training	NON-Carcinogen	NON-Carcinogen
390	8065-48-3	O=P(OCC)(OCC)SCCSCC	Test	NON-Carcinogen	NON-Carcinogen
391	103-23-1	O=C(OCC(CC)CCCC)CCCCC(=O)OCC(CC)CCCC	Training	NON-Carcinogen	NON-Carcinogen
392	2303-16-4	O=C(N(C(C)C)C(C)C)SCC(=CCl)Cl	Training	NON-Carcinogen	NON-Carcinogen
393	333-41-5	n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
394	132-64-9	o2c1ccccc1c3ccccc23	Training	NON-Carcinogen	Carcinogen
395	132-65-0	c1ccc3c(c1)c2ccccc2s3	Test	NON-Carcinogen	Carcinogen
396	108-36-1	c1cc(cc(c1)Br)Br	Training	NON-Carcinogen	NON-Carcinogen
397	106-37-6	c1cc(ccc1Br)Br	Training	NON-Carcinogen	NON-Carcinogen
398	124-48-1	C(Cl)(Br)Br	Training	NON-Carcinogen	NON-Carcinogen
399	74-95-3	C(Br)Br	Training	NON-Carcinogen	NON-Carcinogen
400	84-74-2	O=C(OCCCC)c1ccccc1(C(=O)OCCCC)	Test	NON-Carcinogen	NON-Carcinogen
401	1918-00-9	O=C(O)c1c(OC)c(ccc1Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
402	79-43-6	O=C(O)C(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
403	95-50-1	c1ccc(c(c1)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
404	541-73-1	c1cc(cc(c1)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
405	90-98-2	O=C(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Test	NON-Carcinogen	Carcinogen
406	328-84-7	FC(F)(F)c1ccc(c(c1)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
407	75-71-8	FC(F)(Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
408	39638-32-9	O(C(C)(C)Cl)C(C)(C)Cl	Training	NON-Carcinogen	NON-Carcinogen
409	75-35-4	C=C(Cl)Cl	Training	NON-Carcinogen	Carcinogen
410	120-83-2	Oc1ccc(cc1Cl)Cl	Test	NON-Carcinogen	NON-Carcinogen
411	94-75-7	O=C(O)COc1ccc(cc1Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
412	94-82-6	O=C(O)CCCOc1ccc(cc1Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
413	142-28-9	C(CCl)CCl	Training	NON-Carcinogen	Carcinogen
414	616-23-9	OCC(CCl)Cl	Training	NON-Carcinogen	NON-Carcinogen
415	78-88-6	C=C(CCl)Cl	Test	NON-Carcinogen	Carcinogen
416	141-66-2	O=C(C=C(OP(=O)(OC)OC)C)N(C)C	Training	NON-Carcinogen	NON-Carcinogen
417	77-73-6	C2=CC3C1C=CC(C1)C3(C2)	Training	NON-Carcinogen	NON-Carcinogen
418	111-42-2	OCCNCCO	Training	NON-Carcinogen	NON-Carcinogen
419	84-66-2	O=C(OCC)c1ccccc1(C(=O)OCC)	Training	NON-Carcinogen	NON-Carcinogen
420	112-34-5	OCCOCCOCCCC	Test	NON-Carcinogen	NON-Carcinogen
421	111-90-0	OCCOCCOCC	Training	NON-Carcinogen	NON-Carcinogen
422	617-84-5	O=CN(CC)CC	Training	NON-Carcinogen	NON-Carcinogen
423	43222-48-6	c1ccc(cc1)c3cc(c2ccccc2)[n+](n3C)C	Training	NON-Carcinogen	Carcinogen
424	35367-38-5	O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(cc2)Cl	Training	NON-Carcinogen	NON-Carcinogen
425	75-37-6	FC(F)C	Test	NON-Carcinogen	NON-Carcinogen
426	108-20-3	O(C(C)C)C(C)C	Training	NON-Carcinogen	NON-Carcinogen
427	1445-75-6	O=P(OC(C)C)(OC(C)C)C	Training	NON-Carcinogen	NON-Carcinogen
428	55290-64-7	O=S1(=O)(C(=C(C)S(=O)(=O)CC1)C)	Training	NON-Carcinogen	NON-Carcinogen
429	60-51-5	O=C(NC)CSP(OC)(OC)=S	Training	NON-Carcinogen	NON-Carcinogen
430	119-90-4	O(c1cc(ccc1(N))c2ccc(N)c(OC)c2)C	Test	NON-Carcinogen	Carcinogen
431	756-79-6	O=P(OC)(OC)C	Training	NON-Carcinogen	NON-Carcinogen
432	95-68-1	Nc1ccc(cc1C)C	Training	NON-Carcinogen	NON-Carcinogen
433	121-69-7	c1ccc(cc1)N(C)C	Training	NON-Carcinogen	NON-Carcinogen
434	119-93-7	Nc1ccc(cc1C)c2ccc(N)c(c2)C	Training	NON-Carcinogen	Carcinogen
435	68-12-2	O=CN(C)C	Test	NON-Carcinogen	NON-Carcinogen
436	105-67-9	Oc1ccc(cc1C)C	Training	NON-Carcinogen	NON-Carcinogen
437	576-26-1	Oc1c(cccc1C)C	Training	NON-Carcinogen	NON-Carcinogen
438	95-65-8	Oc1ccc(c(c1)C)C	Training	NON-Carcinogen	NON-Carcinogen
439	120-61-6	O=C(OC)c1ccc(cc1)C(=O)OC	Training	NON-Carcinogen	NON-Carcinogen
440	534-52-1	O=[N+]([O-])c1cc(c(O)c(c1)C)[N+](=O)[O-]	Test	NON-Carcinogen	NON-Carcinogen
441	131-89-5	O=[N+]([O-])c1cc(c(O)c(c1)C2CCCCC2)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
442	528-29-0	O=[N+]([O-])c1ccccc1[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
443	99-65-0	O=[N+]([O-])c1cccc(c1)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
444	100-25-4	O=[N+]([O-])c1ccc(cc1)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
445	51-28-5	O=[N+]([O-])c1ccc(O)c(c1)[N+](=O)[O-]	Test	NON-Carcinogen	NON-Carcinogen
446	602-01-7	O=[N+]([O-])c1cccc(c1[N+](=O)[O-])C	Training	NON-Carcinogen	NON-Carcinogen
447	619-15-8	O=[N+]([O-])c1ccc(c(c1)C)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
448	606-20-2	O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
449	35572-78-2	O=[N+]([O-])c1cc(N)c(c(c1)[N+](=O)[O-])C	Training	NON-Carcinogen	NON-Carcinogen
450	610-39-9	O=[N+]([O-])c1ccc(cc1[N+](=O)[O-])C	Test	NON-Carcinogen	NON-Carcinogen
451	618-85-9	O=[N+]([O-])c1cc(cc(c1)C)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
452	19406-51-0	O=[N+]([O-])c1cc(N)cc(c1C)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
453	88-85-7	O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
454	957-51-7	O=C(N(C)C)C(c1ccccc1)c2ccccc2	Training	NON-Carcinogen	NON-Carcinogen
455	127-63-9	O=S(=O)(c1ccccc1)c2ccccc2	Test	NON-Carcinogen	NON-Carcinogen
456	122-39-4	c1ccc(cc1)Nc2ccccc2	Training	NON-Carcinogen	NON-Carcinogen
457	85-00-7	c1cc[n+]3c(c1)c2cccc[n+]2CC3	Training	NON-Carcinogen	Carcinogen
458	298-04-4	O(CC)P(OCC)(=S)SCCSCC	Training	NON-Carcinogen	NON-Carcinogen
459	505-29-3	C1CSCCS1	Training	NON-Carcinogen	NON-Carcinogen
460	3648-20-2	O=C(OCCCCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCCCCC)	Test	NON-Carcinogen	NON-Carcinogen
461	330-54-1	O=C(Nc1ccc(c(c1)Cl)Cl)N(C)C	Training	NON-Carcinogen	NON-Carcinogen
462	2439-10-3	N(=C(N)N)CCCCCCCCCCCC	Training	NON-Carcinogen	Carcinogen
463	759-94-4	O=C(N(CCC)CCC)SCC	Training	NON-Carcinogen	NON-Carcinogen
464	115-29-7	O=S1OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Carcinogen	NON-Carcinogen
465	1031-07-8	O=S1(=O)(OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)	Test	NON-Carcinogen	NON-Carcinogen
466	145-73-3	O=C(O)C2C1OC(CC1)C2(C(=O)O)	Training	NON-Carcinogen	NON-Carcinogen
467	106-88-7	O1CC1CC	Training	NON-Carcinogen	NON-Carcinogen
468	111-77-3	OCCOCCOC	Training	NON-Carcinogen	NON-Carcinogen
469	16672-87-0	O=P(O)(O)CCCl	Training	NON-Carcinogen	NON-Carcinogen
470	563-12-2	O(CC)P(OCC)(=S)SCSP(OCC)(OCC)=S	Test	NON-Carcinogen	NON-Carcinogen
471	111-15-9	O=C(OCCOCC)C	Training	NON-Carcinogen	NON-Carcinogen
472	110-80-5	OCCOCC	Training	NON-Carcinogen	NON-Carcinogen
473	141-78-6	O=C(OCC)C	Training	NON-Carcinogen	NON-Carcinogen
474	140-88-5	O=C(OCC)C=C	Training	NON-Carcinogen	NON-Carcinogen
475	75-00-3	CCCl	Test	NON-Carcinogen	Carcinogen
476	60-29-7	O(CC)CC	Training	NON-Carcinogen	NON-Carcinogen
477	97-63-2	O=C(OCC)C(=C)C	Training	NON-Carcinogen	NON-Carcinogen
478	2104-64-5	O=[N+]([O-])c2ccc(OP(OCC)(c1ccccc1)=S)cc2	Training	NON-Carcinogen	NON-Carcinogen
479	109-78-4	N#CCCO	Training	NON-Carcinogen	NON-Carcinogen
480	107-15-3	NCCN	Test	NON-Carcinogen	NON-Carcinogen
481	107-21-1	OCCO	Training	NON-Carcinogen	NON-Carcinogen
482	111-76-2	OCCOCCCC	Training	NON-Carcinogen	NON-Carcinogen
483	84-72-0	O=C(OCC(=O)OCC)c1ccccc1(C(=O)OCC)	Training	NON-Carcinogen	NON-Carcinogen
484	22224-92-6	O=P(Oc1ccc(c(c1)C)SC)(OCC)NC(C)C	Training	NON-Carcinogen	NON-Carcinogen
485	39515-41-8	N#CC(OC(=O)C1C(C)(C)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	NON-Carcinogen	NON-Carcinogen
486	51630-58-1	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Training	NON-Carcinogen	NON-Carcinogen
487	2164-17-2	O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Training	NON-Carcinogen	NON-Carcinogen
488	206-44-0	c1ccc2c(c1)c4cccc3cccc2c34	Training	NON-Carcinogen	Carcinogen
489	86-73-7	c1ccc3c(c1)c2ccccc2C3	Training	NON-Carcinogen	Carcinogen
490	462-06-6	Fc1ccccc1	Test	NON-Carcinogen	NON-Carcinogen
491	59756-60-4	O=C1C(=CN(C=C1c2cccc(c2)C(F)(F)F)C)c3ccccc3	Training	NON-Carcinogen	NON-Carcinogen
492	56425-91-3	FC(F)(F)Oc1ccc(cc1)C(O)(c2cncnc2)C(C)C	Training	NON-Carcinogen	NON-Carcinogen
493	85509-19-9	Fc1ccc(cc1)[Si](c2ccc(F)cc2)(C)Cn3ncnc3	Training	NON-Carcinogen	NON-Carcinogen
494	66332-96-5	O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F	Training	NON-Carcinogen	NON-Carcinogen
495	69409-94-5	N#CC(OC(=O)C(Nc1ccc(cc1Cl)C(F)(F)F)C(C)C)c3cccc(Oc2ccccc2)c3	Test	NON-Carcinogen	NON-Carcinogen
496	133-07-3	O=C1c2ccccc2(C(=O)N1SC(Cl)(Cl)Cl)	Training	NON-Carcinogen	NON-Carcinogen
497	72178-02-0	O=C(NS(=O)(=O)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	NON-Carcinogen	NON-Carcinogen
498	944-22-9	O(CC)P(CC)(=S)Sc1ccccc1	Training	NON-Carcinogen	NON-Carcinogen
499	64-18-6	O=CO	Training	NON-Carcinogen	NON-Carcinogen
500	110-00-9	o1cccc1	Test	NON-Carcinogen	NON-Carcinogen
501	67-45-8	O=C2OCCN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	NON-Carcinogen	Carcinogen
502	98-01-1	O=Cc1occc1	Training	NON-Carcinogen	NON-Carcinogen
503	77182-82-2	O=C(O)C(N)CCP(=O)(O)C	Training	NON-Carcinogen	NON-Carcinogen
504	111-30-8	O=CCCCC=O	Training	NON-Carcinogen	NON-Carcinogen
505	765-34-4	O=CC1OC1	Test	NON-Carcinogen	NON-Carcinogen
506	1071-83-6	O=C(O)CNCP(=O)(O)O	Training	NON-Carcinogen	NON-Carcinogen
507	113-00-8	N=C(N)N	Training	NON-Carcinogen	NON-Carcinogen
