Id	CAS	SMILES	Status	Experimental value 	Predicted value 
269	149-30-4	n2c1ccccc1sc2S	Training	NON-Mutagenic	NON-Mutagenic
270	598-55-0	O=C(OC)N	Training	NON-Mutagenic	Mutagenic
272	80-62-6	O=C(OC)C(=C)C	Training	NON-Mutagenic	NON-Mutagenic
273	67-20-9	O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	Mutagenic	Mutagenic
274	59-87-0	O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-]	Training	Mutagenic	Mutagenic
275	2058-46-0	O=C(N)C=3C(=O)C4(O)(C(O)=C2C(=O)c1c(O)cccc1C(O)(C)C2C(O)C4(C(C=3(O))N(C)C))	Training	NON-Mutagenic	NON-Mutagenic
276	61-76-7	Oc1cccc(c1)C(O)CNC	Training	NON-Mutagenic	NON-Mutagenic
277	135-88-6	c1ccc(cc1)Nc2ccc3ccccc3(c2)	Training	NON-Mutagenic	NON-Mutagenic
278	83-79-4	O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34)	Training	NON-Mutagenic	NON-Mutagenic
279	64-75-5	O=C(N)C=3C(=O)C4(O)(C(O)=C2C(=O)c1c(O)cccc1C(O)(C)C2CC4(C(C=3(O))N(C)C))	Training	NON-Mutagenic	NON-Mutagenic
281	50-44-2	n1cnc(c2nc[nH]c12)S	Training	Mutagenic	NON-Mutagenic
282	79-06-1	O=C(N)C=C	Training	NON-Mutagenic	Mutagenic
283	759-73-9	O=NN(C(=O)N)CC	Training	Mutagenic	Mutagenic
284	23214-92-8	O=C1c5cccc(OC)c5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(C(=O)CO)CC4(OC3OC(C)C(O)C(N)C3))	Training	Mutagenic	Mutagenic
285	64-67-5	O=S(=O)(OCC)OCC	Training	Mutagenic	Mutagenic
286	62-50-0	O=S(=O)(OCC)C	Training	Mutagenic	Mutagenic
287	926-06-7	O=S(=O)(OC(C)C)C	Training	Mutagenic	Mutagenic
288	66-27-3	O=S(=O)(OC)C	Training	Mutagenic	Mutagenic
289	52-24-4	N1(CC1)P(N2CC2)(N3CC3)=S	Training	Mutagenic	Mutagenic
291	512-56-1	O=P(OC)(OC)OC	Training	Mutagenic	Mutagenic
292	51-75-2	N(C)(CCCl)CCCl	Training	Mutagenic	Mutagenic
293	126-85-2	[O-][N+](C)(CCCl)CCCl	Training	Mutagenic	Mutagenic
294	446-86-6	O=[N+]([O-])c1ncn(c1Sc3ncnc2nc[nH]c23)C	Training	Mutagenic	Mutagenic
296	91-20-3	c1ccc2ccccc2(c1)	Training	NON-Mutagenic	NON-Mutagenic
297	58-33-3	c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)C	Training	NON-Mutagenic	NON-Mutagenic
298	108-46-3	Oc1cccc(O)c1	Training	NON-Mutagenic	NON-Mutagenic
299	96-48-0	O=C1OCCC1	Training	NON-Mutagenic	NON-Mutagenic
300	79-11-8	O=C(O)CCl	Training	NON-Mutagenic	Mutagenic
301	1330-78-5	O=P(Oc1ccccc1C)(Oc2ccccc2C)Oc3ccccc3C	Training	NON-Mutagenic	NON-Mutagenic
302	120-32-1	Oc1ccc(cc1Cc2ccccc2)Cl	Training	NON-Mutagenic	NON-Mutagenic
303	3296-90-0	OCC(CO)(CBr)CBr	Training	Mutagenic	Mutagenic
304	75-65-0	OC(C)(C)C	Training	NON-Mutagenic	NON-Mutagenic
305	119-84-6	O=C2Oc1ccccc1CC2	Training	NON-Mutagenic	NON-Mutagenic
306	107-21-1	OCCO	Training	NON-Mutagenic	NON-Mutagenic
307	58-55-9	O=C2c1nc[nH]c1N(C(=O)N2C)C	Training	NON-Mutagenic	NON-Mutagenic
308	96-69-5	Oc1cc(c(cc1C(C)(C)C)Sc2cc(c(O)cc2C)C(C)(C)C)C	Training	NON-Mutagenic	NON-Mutagenic
309	396-01-0	n1c(nc(N)c2nc(c(nc12)N)c3ccccc3)N	Training	NON-Mutagenic	Mutagenic
310	57-41-0	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Training	NON-Mutagenic	NON-Mutagenic
311	1825-21-4	O(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C	Training	Mutagenic	NON-Mutagenic
313	74-83-9	CBr	Training	Mutagenic	Mutagenic
314	62-23-7	O=C(O)c1ccc(cc1)[N+](=O)[O-]	Training	Mutagenic	Mutagenic
315	115-96-8	O=P(OCCCl)(OCCCl)OCCCl	Training	NON-Mutagenic	Mutagenic
316	6471-49-4	O=C(Nc1cccc(c1)[N+](=O)[O-])c3cc4ccccc4(c(N=Nc2cc(ccc2(OC))[N+](=O)[O-])c3(O))	Training	Mutagenic	Mutagenic
317	137-09-7	Oc1ccc(N)cc1(N)	Training	Mutagenic	Mutagenic
318	91-64-5	O=C1Oc2ccccc2(C=C1)	Training	Mutagenic	Mutagenic
319	100-01-6	O=[N+]([O-])c1ccc(N)cc1	Training	Mutagenic	Mutagenic
320	91-23-6	O=[N+]([O-])c1ccccc1(OC)	Training	Mutagenic	Mutagenic
321	75-07-0	O=CC	Training	NON-Mutagenic	Mutagenic
322	16568-02-8	O=CN(N=CC)C	Training	NON-Mutagenic	Mutagenic
323	60-35-5	O=C(N)C	Training	NON-Mutagenic	NON-Mutagenic
324	103-90-2	O=C(Nc1ccc(O)cc1)C	Training	NON-Mutagenic	Mutagenic
327	34627-78-6	O=C(OC=CCc1ccc2c(c1)COC2)C	Training	Mutagenic	Mutagenic
328	65734-38-5	O=C(NNc1ccc(cc1)CO)C	Training	Mutagenic	Mutagenic
329	4075-79-0	O=C(Nc1ccc(cc1)c2ccccc2)C	Training	Mutagenic	Mutagenic
331	114-83-0	O=C(NNc1ccccc1)C	Training	Mutagenic	Mutagenic
332	50-76-0	O=C6OC(C)C(NC(=O)c2ccc(c1OC=5C(=Nc12)C(C(=O)NC3C(=O)NC(C(=O)N4CCCC4(C(=O)N(C)CC(=O)N(C)C(C(=O)OC3(C))C(C)C))C(C)C)=C(N)C(=O)C=5C)C)C(=O)NC(C(=O)N7CCCC7(C(=O)N(C)CC(=O)N(C)C6C(C)C))C(C)C	Training	NON-Mutagenic	Mutagenic
333	1162-65-8	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)CC5	Training	Mutagenic	Mutagenic
334	67730-10-3	n2c(N)ccc3nc1ccccn1c23	Training	Mutagenic	Mutagenic
336	97-56-3	N(=Nc1ccccc1C)c2ccc(N)c(c2)C	Training	Mutagenic	Mutagenic
340	2425-06-1	O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	NON-Mutagenic	Mutagenic
341	563-41-7	O=C(N)NN	Training	NON-Mutagenic	Mutagenic
344	143-50-0	O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
345	86-74-8	c1ccc3c(c1)[nH]c2ccccc23	Training	NON-Mutagenic	Mutagenic
346	126-07-8	O=C3C=C(OC)C2(Oc1c(c(OC)cc(OC)c1Cl)C2(=O))C(C)C3	Training	NON-Mutagenic	Mutagenic
347	56-49-5	c1ccc5c(c1)ccc3c5(cc2ccc(c4c2c3CC4)C)	Training	Mutagenic	Mutagenic
348	548-62-9	c1cc(ccc1C(c2ccc(cc2)N(C)C)=C3C=CC(C=C3)=[N+](C)C)N(C)C	Training	NON-Mutagenic	Mutagenic
353	3778-73-2	O=P1(OCCCN1(CCCl))(NCCCl)	Training	Mutagenic	Mutagenic
354	111-44-4	O(CCCl)CCCl	Training	Mutagenic	Mutagenic
355	54-85-3	O=C(NN)c1ccncc1	Training	Mutagenic	Mutagenic
356	56-04-2	O=C1C=C(NC(N1)=S)C	Training	NON-Mutagenic	Mutagenic
360	70-25-7	O=NN(C(=N)N[N+](=O)[O-])C	Training	Mutagenic	Mutagenic
361	540-51-2	OCCBr	Training	Mutagenic	Mutagenic
362	63412-06-6	O=NN(C(=O)c1ccccc1)C	Training	Mutagenic	Mutagenic
364	55557-00-1	O=NN1CCN(N=O)CCC1	Training	Mutagenic	Mutagenic
365	50-07-7	O=C(OCC4C=1C(=O)C(N)=C(C(=O)C=1N3CC2NC2C34(OC))C)N	Training	Mutagenic	Mutagenic
366	5036-03-3	O=C2N(N=Cc1oc(cc1)[N+](=O)[O-])CCN2CCO	Training	Mutagenic	Mutagenic
367	25013-16-5	Oc1ccc(OC)cc1C(C)(C)C	Training	NON-Mutagenic	NON-Mutagenic
368	76180-96-6	n1cccc3c1ccc2c3(nc(N)n2C)	Training	Mutagenic	Mutagenic
370	68006-83-7	n1c(N)c(cc3c1[nH]c2ccccc23)C	Training	Mutagenic	Mutagenic
371	3570-75-0	O=CNNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	Mutagenic	Mutagenic
372	109-84-2	OCCNN	Training	Mutagenic	Mutagenic
378	7722-84-1	OO	Training	Mutagenic	NON-Mutagenic
380	21884-44-6	O=C1c8c(O)cc(c(O)c8(C(=O)C67(C1=C(O)C3C(O)C7(C4C(O)C6(C(O)=C2C(=O)c5c(O)cc(c(O)c5(C(=O)C234))C)))))C	Training	NON-Mutagenic	NON-Mutagenic
381	3817-11-6	O=NN(CCCC)CCCCO	Training	Mutagenic	Mutagenic
382	26049-70-7	O=[N+]([O-])c1ccc(cc1)c2nc(NN)sc2	Training	Mutagenic	Mutagenic
383	140-79-4	O=NN1CCN(N=O)CC1	Training	Mutagenic	Mutagenic
385	4342-03-4	O=C(N)c1nc[nH]c1(N=NN(C)C)	Training	Mutagenic	Mutagenic
387	628-02-4	O=C(N)CCCCC	Training	NON-Mutagenic	NON-Mutagenic
388	50-00-0	O=C	Training	Mutagenic	NON-Mutagenic
389	57-14-7	NN(C)C	Training	Mutagenic	Mutagenic
396	1068-57-1	O=C(NN)C	Training	Mutagenic	Mutagenic
399	26049-69-4	O=[N+]([O-])c1oc(cc1)c2nc(NN(C)C)sc2	Training	Mutagenic	Mutagenic
400	60391-92-6	O=NN(C(=O)N)CC(=O)O	Training	NON-Mutagenic	Mutagenic
401	25843-45-2	[O-][N+](=NC)C	Training	Mutagenic	Mutagenic
403	4164-28-7	O=[N+]([O-])N(C)C	Training	Mutagenic	Mutagenic
405	305-03-3	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl	Training	Mutagenic	Mutagenic
406	319-84-6	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
408	123-73-9	O=CC=CC	Training	Mutagenic	Mutagenic
410	21626-89-1	O=C3c1ccccc1CN4C(=O)c2ccccc2CN34	Training	NON-Mutagenic	NON-Mutagenic
411	1694-09-3	O=S(=O)([O-])c1cccc(c1)C[N+](=C2C=CC(C=C2)=C(c3ccc(cc3)N(C)C)c4ccc(cc4)N(Cc5cccc(c5)S(=O)(=O)O)CC)CC	Training	Mutagenic	Mutagenic
412	100-44-7	c1ccc(cc1)CCl	Training	Mutagenic	Mutagenic
413	87-68-3	C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
414	4548-53-2	O=S(=O)([O-])c3cc(cc(c3(N=Nc1cc(c2ccccc2(c1(O)))S(=O)(=O)[O-]))C)C	Training	NON-Mutagenic	NON-Mutagenic
415	915-67-3	O=S(=O)([O-])c3ccc4c(N=Nc1ccc(c2ccccc12)S(=O)(=O)[O-])c(O)c(cc4(c3))S(=O)(=O)[O-]	Training	NON-Mutagenic	NON-Mutagenic
417	21638-36-8	O=C2NC(C)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	Mutagenic	Mutagenic
418	3564-09-8	O=S(=O)([O-])c2ccc3c(N=Nc1cc(c(cc1C)C)C)c(O)c(cc3(c2))S(=O)(=O)[O-]	Training	NON-Mutagenic	Mutagenic
420	3761-53-3	O=S(=O)([O-])c2ccc3c(N=Nc1ccc(cc1C)C)c(O)c(cc3(c2))S(=O)(=O)[O-]	Training	Mutagenic	Mutagenic
421	5141-20-8	O=S(=O)([O-])c1ccc(cc1)C(c2ccc(cc2)N(Cc3cccc(c3)S(=O)(=O)[O-])CC)=C4C=CC(C=C4)=[N+](Cc5cccc(c5)S(=O)(=O)[O-])CC	Training	NON-Mutagenic	NON-Mutagenic
423	443-48-1	O=[N+]([O-])c1cnc(n1CCO)C	Training	Mutagenic	Mutagenic
425	110-57-6	C(=CCCl)CCl	Training	Mutagenic	Mutagenic
427	5208-87-7	OC(C=C)c1ccc2OCOc2(c1)	Training	NON-Mutagenic	Mutagenic
429	75104-43-7	n2c(N)c(c3[nH]c1ccccc1c3(c2C))C	Training	Mutagenic	Mutagenic
431	16301-26-1	[O-][N+](=NCC)CC	Training	NON-Mutagenic	Mutagenic
432	38514-71-5	O=[N+]([O-])c1oc(cc1)c2nc(N)sc2	Training	Mutagenic	Mutagenic
433	637-07-0	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	NON-Mutagenic	NON-Mutagenic
434	51410-44-7	OC(C=C)c1ccc(OC)cc1	Training	NON-Mutagenic	Mutagenic
435	63885-23-4	O=NN(C(=N)N[N+](=O)[O-])CC	Training	Mutagenic	Mutagenic
436	758-17-8	O=CN(N)C	Training	NON-Mutagenic	Mutagenic
438	26049-71-8	n1c(csc1NN)c2ccc(N)cc2	Training	Mutagenic	Mutagenic
441	N.A.	c1cc(c(cc1c2ccc(c(c2Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
442	590-21-6	C(=CCl)C	Training	Mutagenic	Mutagenic
443	115-02-6	[N-]=[N+]=CC(=O)OCC(N)C(=O)O	Training	Mutagenic	Mutagenic
445	10318-26-0	OC(CBr)C(O)C(O)C(O)CBr	Training	Mutagenic	Mutagenic
446	38434-77-4	N#CN(N=O)CC	Training	Mutagenic	Mutagenic
447	88-73-3	O=[N+]([O-])c1ccccc1Cl	Training	Mutagenic	Mutagenic
451	100-00-5	O=[N+]([O-])c1ccc(cc1)Cl	Training	Mutagenic	Mutagenic
452	720-69-4	O=[N+]([O-])c1oc(cc1)c2nc(nc(n2)N)N	Training	Mutagenic	Mutagenic
454	517-28-2	Oc4ccc2c(OCC3(O)(Cc1cc(O)c(O)cc1C23))c4(O)	Training	NON-Mutagenic	NON-Mutagenic
455	65089-17-0	OCCNC(Cc1nc(cc(n1)Cl)c2cccc(c2C)C)=S	Training	NON-Mutagenic	NON-Mutagenic
457	50892-23-4	O=C(O)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	NON-Mutagenic	NON-Mutagenic
458	91-94-1	Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl	Training	Mutagenic	Mutagenic
460	77094-11-2	n1cccc3c1cc(c2c3(nc(N)n2C))C	Training	Mutagenic	Mutagenic
462	67730-11-4	n1c(N)ccc2nc3c(cccn3(c12))C	Training	Mutagenic	Mutagenic
463	151-56-4	N1CC1	Training	Mutagenic	Mutagenic
464	302-01-2	NN	Training	Mutagenic	Mutagenic
465	57-39-6	O=P(N1CC1C)(N2CC2C)N3CC3C	Training	Mutagenic	Mutagenic
466	306-37-6	N(NC)C	Training	Mutagenic	Mutagenic
467	64-17-5	OCC	Training	NON-Mutagenic	NON-Mutagenic
468	53-70-3	c1ccc5c(c1)ccc4cc3c(ccc2ccccc23)cc45	Training	Mutagenic	Mutagenic
469	2303-16-4	O=C(N(C(C)C)C(C)C)SCC(=CCl)Cl	Training	Mutagenic	Mutagenic
472	118-74-1	c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
473	72-54-8	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)Cl)Cl	Training	NON-Mutagenic	Mutagenic
474	53-95-2	O=C(N(O)c2ccc3c1ccccc1Cc3(c2))C	Training	Mutagenic	Mutagenic
475	117-10-2	O=C1c3cccc(O)c3(C(=O)c2c(O)cccc12)	Training	Mutagenic	Mutagenic
477	13073-35-3	O=C(O)C(N)CCSCC	Training	NON-Mutagenic	NON-Mutagenic
479	60-56-0	C1=CN(C(N1)=S)C	Training	NON-Mutagenic	NON-Mutagenic
480	319-85-7	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
481	50-28-2	Oc1ccc2c(c1)CCC3C2CCC4(C)(C(O)CCC34)	Training	NON-Mutagenic	NON-Mutagenic
482	2385-85-5	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
484	488-41-5	OC(CBr)C(O)C(O)C(O)CBr	Training	Mutagenic	Mutagenic
487	13743-07-2	O=NN(C(=O)N)CCO	Training	Mutagenic	Mutagenic
488	60-34-4	NNC	Training	Mutagenic	Mutagenic
491	7422-80-2	NN(CCCC)CCCC	Training	NON-Mutagenic	Mutagenic
492	59-88-1	NNc1ccccc1	Training	Mutagenic	Mutagenic
493	132-27-4	[O-]c1ccccc1c2ccccc2	Training	NON-Mutagenic	NON-Mutagenic
494	7632-00-0	O=N[O-]	Training	Mutagenic	NON-Mutagenic
495	90-43-7	Oc1ccccc1c2ccccc2	Training	Mutagenic	NON-Mutagenic
497	128-44-9	O=C1[N-]S(=O)(=O)c2ccccc12	Training	NON-Mutagenic	NON-Mutagenic
499	108-05-4	O=C(OC=C)C	Training	NON-Mutagenic	NON-Mutagenic
500	36133-88-7	O=C(NCc1nc(no1)c2oc(cc2)[N+](=O)[O-])C	Training	Mutagenic	Mutagenic
502	24554-26-5	O=CNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	Mutagenic	Mutagenic
504	2578-75-8	O=C(Nc2nnc(c1oc(cc1)[N+](=O)[O-])s2)C	Training	Mutagenic	Mutagenic
506	531-82-8	O=C(Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-])C	Training	Mutagenic	Mutagenic
510	51325-35-0	O=C(Nc1nc(nc(n1)c2oc(cc2)[N+](=O)[O-])NC(=O)C)C	Training	Mutagenic	Mutagenic
514	77-46-3	O=C(Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2)NC(=O)C)C	Training	NON-Mutagenic	Mutagenic
515	924-16-3	O=NN(CCCC)CCCC	Training	Mutagenic	Mutagenic
516	55-18-5	O=NN(CC)CC	Training	Mutagenic	Mutagenic
517	1116-54-7	O=NN(CCO)CCO	Training	Mutagenic	Mutagenic
518	122-60-1	O(c1ccccc1)CC2OC2	Training	Mutagenic	Mutagenic
519	62-75-9	O=NN(C)C	Training	Mutagenic	Mutagenic
520	621-64-7	O=NN(CCC)CCC	Training	Mutagenic	Mutagenic
523	20917-49-1	O=NN1CCCCCCC1	Training	Mutagenic	Mutagenic
525	16219-98-0	O=NN(c1ncccc1)C	Training	Mutagenic	Mutagenic
528	53609-64-6	O=NN(CC(O)C)CC(O)C	Training	Mutagenic	Mutagenic
529	156-51-4	NNCCc1ccccc1	Training	Mutagenic	Mutagenic
530	60599-38-4	O=NN(CC(=O)C)CC(=O)C	Training	Mutagenic	Mutagenic
531	100-75-4	O=NN1CCCCC1	Training	Mutagenic	Mutagenic
534	18883-66-4	O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))C	Training	Mutagenic	Mutagenic
537	55556-92-8	O=NN1CC=CCC1	Training	Mutagenic	Mutagenic
538	96-09-3	O1CC1c2ccccc2	Training	Mutagenic	Mutagenic
542	303-47-9	O=C1OC(C)Cc2c1c(O)c(cc2Cl)C(=O)NC(C(=O)O)Cc3ccccc3	Training	NON-Mutagenic	NON-Mutagenic
543	38777-13-8	O=NN(C(=O)Oc1ccccc1(OC(C)C))C	Training	Mutagenic	Mutagenic
544	7227-91-0	N(=NN(C)C)c1ccccc1	Training	Mutagenic	Mutagenic
545	684-93-5	O=NN(C(=O)N)C	Training	Mutagenic	Mutagenic
547	55090-44-3	O=NN(C)CCCCCCCCCCCC	Training	Mutagenic	Mutagenic
550	1120-71-4	O=S1(=O)(OCCC1)	Training	Mutagenic	Mutagenic
552	117-39-5	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)c(O)c3	Training	Mutagenic	Mutagenic
553	40580-89-0	O=NN1CCCCCCCCCCCC1	Training	Mutagenic	Mutagenic
554	59-33-6	n1ccccc1N(Cc2ccc(OC)cc2)CCN(C)C	Training	NON-Mutagenic	NON-Mutagenic
555	932-83-2	O=NN1CCCCCC1	Training	Mutagenic	Mutagenic
557	86451-37-8	O=NN(C)CC(O)CO	Training	Mutagenic	Mutagenic
559	930-55-2	O=NN1CCCC1	Training	Mutagenic	Mutagenic
564	16813-36-8	O=NN1C(=O)NC(=O)CC1	Training	Mutagenic	Mutagenic
565	62-44-2	O=C(Nc1ccc(OCC)cc1)C	Training	Mutagenic	Mutagenic
567	60-80-0	O=C1C=C(N(N1c2ccccc2)C)C	Training	NON-Mutagenic	Mutagenic
568	10048-13-2	O=C1c5c(O)cccc5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	Mutagenic	Mutagenic
570	614-95-9	O=NN(C(=O)OCC)CC	Training	Mutagenic	Mutagenic
571	614-00-6	O=NN(c1ccccc1)C	Training	Mutagenic	Mutagenic
572	13010-07-6	O=NN(C(=N)N[N+](=O)[O-])CCC	Training	Mutagenic	Mutagenic
577	615-28-1	Nc1ccccc1(N)	Training	Mutagenic	Mutagenic
578	89911-79-5	O=NN(CC(O)C)CC(O)CO	Training	Mutagenic	Mutagenic
580	50-06-6	O=C2NC(=O)C(c1ccccc1)(C(=O)N2)CC	Training	Mutagenic	NON-Mutagenic
581	57-30-7	O=C1N=C([O-])NC(=O)C1(c2ccccc2)CC	Training	NON-Mutagenic	NON-Mutagenic
583	63-92-3	O(c1ccccc1)CC(C)[NH+](Cc2ccccc2)CCCl	Training	Mutagenic	Mutagenic
584	1456-28-6	O=NN1CC(OC(C)C1)C	Training	Mutagenic	Mutagenic
586	100-41-4	c1ccc(cc1)CC	Training	NON-Mutagenic	NON-Mutagenic
587	607-35-2	O=[N+]([O-])c2cccc1cccnc12	Training	Mutagenic	Mutagenic
588	5392-40-5	O=CC=C(C)CCC=C(C)C	Training	NON-Mutagenic	Mutagenic
589	84-65-1	O=C1c3ccccc3(C(=O)c2ccccc12)	Training	Mutagenic	Mutagenic
590	14371-10-9	O=CC=Cc1ccccc1	Training	NON-Mutagenic	NON-Mutagenic
591	125-33-7	O=C2NCNC(=O)C2(c1ccccc1)CC	Training	Mutagenic	NON-Mutagenic
592	93-15-2	O(c1ccc(cc1(OC))CC=C)C	Training	NON-Mutagenic	Mutagenic
593	98-00-0	OCc1occc1	Training	NON-Mutagenic	NON-Mutagenic
595	518-82-1	O=C1c3cc(O)cc(O)c3(C(=O)c2c(O)cc(cc12)C)	Training	Mutagenic	Mutagenic
596	111-76-2	OCCOCCCC	Training	NON-Mutagenic	NON-Mutagenic
597	115-11-7	C=C(C)C	Training	NON-Mutagenic	NON-Mutagenic
598	127-00-4	OC(C)CCl	Training	Mutagenic	Mutagenic
599	110-86-1	n1ccccc1	Training	NON-Mutagenic	NON-Mutagenic
600	111-42-2	OCCNCCO	Training	NON-Mutagenic	NON-Mutagenic
601	126-99-8	C=CC(=C)Cl	Training	NON-Mutagenic	NON-Mutagenic
602	53757-28-1	O=[N+]([O-])c1oc(cc1)c2ncsc2	Training	Mutagenic	Mutagenic
606	989-38-8	O=C(OCC)c1ccccc1C3=C4C=C(C(=NCC)C=C4(Oc2cc(NCC)c(cc23)C))C	Training	NON-Mutagenic	Mutagenic
608	106-87-6	O1CC1C2CCC3OC3(C2)	Training	Mutagenic	Mutagenic
610	298-81-7	O=C1Oc2c(OC)c3occc3(cc2(C=C1))	Training	Mutagenic	Mutagenic
611	109-99-9	O1CCCC1	Training	NON-Mutagenic	NON-Mutagenic
612	828-00-2	O=C(OC1OC(OC(C)C1)C)C	Training	Mutagenic	NON-Mutagenic
614	56802-99-4	O=P([O-])([O-])[O-]	Training	Mutagenic	NON-Mutagenic
616	924-42-5	O=C(C=C)NCO	Training	NON-Mutagenic	Mutagenic
617	78-11-5	O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]	Training	NON-Mutagenic	NON-Mutagenic
618	147-24-0	O(CCN(C)C)C(c1ccccc1)c2ccccc2	Training	NON-Mutagenic	NON-Mutagenic
619	5634-39-9	OCC1OC(OC1)C(C)I	Training	Mutagenic	Mutagenic
620	868-85-9	O=P(OC)OC	Training	Mutagenic	NON-Mutagenic
621	643-22-1	O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	NON-Mutagenic	NON-Mutagenic
622	121-69-7	c1ccc(cc1)N(C)C	Training	NON-Mutagenic	Mutagenic
623	6373-74-6	O=[N+]([O-])c3ccc(Nc2ccc(Nc1ccccc1)c(c2)S(=O)(=O)[O-])c(c3)[N+](=O)[O-]	Training	Mutagenic	Mutagenic
624	2871-01-4	O=[N+]([O-])c1cc(N)ccc1(NCCO)	Training	Mutagenic	Mutagenic
625	62-55-5	NC(C)=S	Training	NON-Mutagenic	NON-Mutagenic
627	74-96-4	CCBr	Training	Mutagenic	Mutagenic
629	87-86-5	Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
631	62-56-6	NC(N)=S	Training	NON-Mutagenic	NON-Mutagenic
632	540-23-8	Nc1ccc(cc1)C	Training	Mutagenic	Mutagenic
633	132-98-9	O=C([O-])C3N2C(=O)C(NC(=O)COc1ccccc1)C2SC3(C)(C)	Training	NON-Mutagenic	NON-Mutagenic
636	622-51-5	O=C(N)Nc1ccc(cc1)C	Training	NON-Mutagenic	NON-Mutagenic
637	99-57-0	O=[N+]([O-])c1ccc(O)c(N)c1	Training	Mutagenic	Mutagenic
639	124-64-1	OC[P+](CO)(CO)CO	Training	NON-Mutagenic	NON-Mutagenic
640	121-19-7	O=[N+]([O-])c1cc(ccc1(O))[As](=O)(O)O	Training	NON-Mutagenic	Mutagenic
641	634-93-5	Nc1c(cc(cc1Cl)Cl)Cl	Training	NON-Mutagenic	NON-Mutagenic
642	638-03-9	Nc1cccc(c1)C	Training	NON-Mutagenic	Mutagenic
643	75-00-3	CCCl	Training	Mutagenic	Mutagenic
644	88-19-7	O=S(=O)(N)c1ccccc1C	Training	NON-Mutagenic	NON-Mutagenic
646	2425-85-6	O=[N+]([O-])c3cc(ccc3(N=Nc1c(O)ccc2ccccc12))C	Training	Mutagenic	Mutagenic
647	1313-27-5	O=[Mo](=O)=O	Training	NON-Mutagenic	NON-Mutagenic
648	50-33-9	O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3CCCC	Training	NON-Mutagenic	NON-Mutagenic
649	110-00-9	o1cccc1	Training	NON-Mutagenic	NON-Mutagenic
651	271-89-6	o1ccc2ccccc12	Training	NON-Mutagenic	NON-Mutagenic
652	102-71-6	OCCN(CCO)CCO	Training	NON-Mutagenic	NON-Mutagenic
653	20325-40-0	O(c1cc(ccc1(N))c2ccc(N)c(OC)c2)C	Training	Mutagenic	Mutagenic
654	6459-94-5	O=S(=O)([O-])c6cc5ccc(O)c(N=Nc1ccc(cc1C)c4ccc(N=Nc3ccc(OS(=O)(=O)c2ccc(cc2)C)cc3)c(c4)C)c5c(c6)S(=O)(=O)[O-]	Training	Mutagenic	Mutagenic
655	556-52-5	OCC1OC1	Training	Mutagenic	Mutagenic
