Id	CAS	SMILES	Status	Experimental value 	Predicted value 
242	29091-21-2	CCCN(CCC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O	Training	Active	NON-active
243	81741-28-8	CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC	Training	Active	NON-active
244	289716-94-5	CNCc1cc(F)ccc1Oc1cc(Cl)c(Cl)cc1	Training	Active	NON-active
245	196808-45-4	Cc1oc([n]c1CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)-c1ccccc1	Training	Active	NON-active
246	444610-91-7	COc1ccc(cc1)N1CCN(Cc2[n]c([s]c2CSc2cc(CC)c(cc2)OCC(O)=O)-c2ccc(cc2)C(F)(F)F)CC1	Training	Active	NON-active
248	129299-90-7	Cc1c2ccccc2[n]2C(=O)C(Cc3[n]c[nH]c3C)CCc21	Training	Active	NON-active
249	N.A.	Cc1[nH][n]c2Nc3ccc(cc3C(=Nc21)c1ccccc1Cl)[N+]([O-])=O	Training	Active	NON-active
250	23031-36-9	CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C	Training	Active	NON-active
251	60-35-5	CC(N)=O	Training	NON-active	NON-active
252	103-90-2	CC(=O)Nc1ccc(O)cc1	Training	NON-active	NON-active
253	520-45-6	CC(=O)C1C(=O)C=C(C)OC1=O	Training	NON-active	NON-active
254	50594-66-6	[O-][N+](=O)c1ccc(cc1C(O)=O)Oc1ccc(cc1Cl)C(F)(F)F	Training	NON-active	NON-active
255	79-06-1	C=CC(N)=O	Training	NON-active	NON-active
256	107-13-1	C=CC#N	Training	NON-active	NON-active
257	116-06-3	CNC(=O)ON=CC(C)(C)SC	Training	NON-active	NON-active
258	97-59-6	NC(=O)NC1NC(=O)NC1=O	Training	NON-active	NON-active
259	107-18-6	C=CCO	Training	NON-active	NON-active
260	57-06-7	C=CCN=C=S	Training	NON-active	NON-active
261	61-82-5	Nc1[n]c[nH][n]1	Training	NON-active	NON-active
262	101-05-3	Clc1ccccc1Nc1[n]c(Cl)[n]c(Cl)[n]1	Training	NON-active	NON-active
263	142-04-1	Nc1ccccc1	Training	NON-active	NON-active
264	20265-97-8	COc1ccc(N)cc1	Training	NON-active	NON-active
265	N.A.	OC(CO)C1OC(=O)C(O)=C1O	Training	NON-active	NON-active
266	22839-47-0	COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(O)=O	Training	NON-active	NON-active
267	50-78-2	CC(=O)Oc1ccccc1C(O)=O	Training	NON-active	NON-active
268	1912-24-9	CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1	Training	NON-active	NON-active
269	446-86-6	C[n]1c[n]c(c1Sc1[n]c[n]c2[n]c[nH]c12)[N+]([O-])=O	Training	NON-active	NON-active
270	103-33-3	c1ccccc1N=Nc1ccccc1	Training	NON-active	NON-active
271	30516-87-1	CC1=CN(C2CC(N=[N+]=N)C(CO)O2)C(=O)NC1=O	Training	NON-active	NON-active
272	N.A.	OC(=O)c1ccccc1	Training	NON-active	NON-active
273	271-89-6	c1cccc2occc21	Training	NON-active	NON-active
274	95-14-7	c1cccc2[nH][n][n]c21	Training	NON-active	NON-active
275	98-07-7	ClC(Cl)(Cl)c1ccccc1	Training	NON-active	NON-active
276	140-11-4	CC(=O)OCc1ccccc1	Training	NON-active	NON-active
277	100-51-6	OCc1ccccc1	Training	NON-active	NON-active
278	3296-90-0	OCC(CBr)(CBr)CO	Training	NON-active	NON-active
279	111-44-4	ClCCOCCCl	Training	NON-active	NON-active
280	110-97-4	CC(O)CNCC(C)O	Training	NON-active	NON-active
281	860-22-0	OS(=O)(=O)c1cc2c(cc1)NC(=C1Nc3ccc(cc3C1=O)S(O)(=O)=O)C2=O	Training	NON-active	NON-active
282	85-68-7	CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1	Training	NON-active	NON-active
283	94-26-8	CCCCOC(=O)c1ccc(O)cc1	Training	NON-active	NON-active
284	2409-55-4	Cc1ccc(O)c(c1)C(C)(C)C	Training	NON-active	NON-active
285	121-00-6	COc1cc(c(O)cc1)C(C)(C)C	Training	NON-active	NON-active
286	128-37-0	Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	Training	NON-active	NON-active
287	98-54-4	CC(C)(C)c1ccc(O)cc1	Training	NON-active	NON-active
288	96-48-0	O=C1CCCO1	Training	NON-active	NON-active
289	58-08-2	CN1C(=O)c2c([n]c[n]2C)N(C)C1=O	Training	NON-active	NON-active
290	105-60-2	O=C1CCCCCN1	Training	NON-active	NON-active
291	63-25-2	CNC(=O)Oc1cccc2ccccc21	Training	NON-active	NON-active
292	120-80-9	Oc1ccccc1O	Training	NON-active	NON-active
293	133-90-4	Nc1cc(Cl)cc(C(O)=O)c1Cl	Training	NON-active	NON-active
294	115-28-6	OC(=O)C1C(C(O)=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl	Training	NON-active	NON-active
295	95-74-9	Cc1ccc(N)cc1Cl	Training	NON-active	NON-active
296	50892-23-4	Cc1cccc(Nc2cc(Cl)[n]c([n]2)SCC(O)=O)c1C	Training	NON-active	NON-active
297	107-20-0	O=CCCl	Training	NON-active	NON-active
298	107-30-2	COCCl	Training	NON-active	NON-active
299	150-68-5	CN(C)C(=O)Nc1ccc(Cl)cc1	Training	NON-active	NON-active
300	77-92-9	OC(=O)C(O)(CC(O)=O)CC(O)=O	Training	NON-active	NON-active
301	637-07-0	CC(C)(Oc1ccc(Cl)cc1)C(=O)OCC	Training	NON-active	NON-active
302	91-64-5	O=C1C=Cc2ccccc2O1	Training	NON-active	Active
303	120-71-8	Cc1ccc(OC)c(N)c1	Training	NON-active	NON-active
304	135-20-6	ON(N=O)c1ccccc1	Training	NON-active	NON-active
305	461-58-5	NC(=N)NC#N	Training	NON-active	NON-active
306	108-94-1	O=C1CCCCC1	Training	NON-active	NON-active
307	1596-84-5	CN(C)NC(=O)CCC(O)=O	Training	NON-active	NON-active
308	80-08-0	Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1	Training	NON-active	NON-active
309	52918-63-5	CC1(C)C(C1C=C(Br)Br)C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1	Training	NON-active	NON-active
310	95-80-7	Cc1ccc(N)cc1N	Training	NON-active	NON-active
311	333-41-5	Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC	Training	NON-active	NON-active
312	106-93-4	BrCCBr	Training	NON-active	NON-active
313	23950-58-5	CC(C)(C#C)NC(=O)c1cc(Cl)cc(Cl)c1	Training	NON-active	NON-active
314	79-43-6	OC(=O)C(Cl)Cl	Training	NON-active	NON-active
315	95-50-1	Clc1ccccc1Cl	Training	NON-active	NON-active
316	106-46-7	Clc1ccc(Cl)cc1	Training	NON-active	NON-active
317	120-83-2	Oc1ccc(Cl)cc1Cl	Training	NON-active	NON-active
318	120-36-5	CC(Oc1ccc(Cl)cc1Cl)C(O)=O	Training	NON-active	NON-active
319	N.A.	OC(=O)COc1ccc(Cl)cc1Cl	Training	NON-active	NON-active
320	94-80-4	CCCCOC(=O)COc1ccc(Cl)cc1Cl	Training	NON-active	NON-active
321	330-54-1	CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1	Training	NON-active	NON-active
322	62-73-7	COP(=O)(OC=C(Cl)Cl)OC	Training	NON-active	NON-active
323	2921-88-2	CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC	Training	NON-active	NON-active
324	111-46-6	OCCOCCO	Training	NON-active	NON-active
325	105-55-5	CCNC(=S)NCC	Training	NON-active	NON-active
326	60-51-5	CNC(=O)CSP(=S)(OC)OC	Training	NON-active	NON-active
327	828-00-2	CC1OC(CC(C)O1)OC(C)=O	Training	NON-active	NON-active
328	868-85-9	COP(=O)OC	Training	NON-active	NON-active
329	756-79-6	CP(=O)(OC)OC	Training	NON-active	NON-active
330	120-61-6	COC(=O)c1ccc(cc1)C(=O)OC	Training	NON-active	NON-active
331	127-19-5	CC(=O)N(C)C	Training	NON-active	NON-active
332	1095-90-5	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	Training	NON-active	NON-active
333	108-01-0	CN(C)CCO	Training	NON-active	NON-active
334	121-69-7	CN(C)c1ccccc1	Training	NON-active	NON-active
335	79-44-7	CN(C)C(=O)Cl	Training	NON-active	NON-active
336	68-12-2	CN(C)C=O	Training	NON-active	NON-active
337	57-14-7	CN(C)N	Training	NON-active	NON-active
338	51-28-5	[O-][N+](=O)c1cc(ccc1O)[N+]([O-])=O	Training	NON-active	NON-active
339	606-20-2	Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O	Training	NON-active	NON-active
340	121-14-2	Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O	Training	NON-active	NON-active
341	147-24-0	CN(C)CCOC(c1ccccc1)c1ccccc1	Training	NON-active	NON-active
342	57-41-0	O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1	Training	NON-active	NON-active
343	140-67-0	COc1ccc(CC=C)cc1	Training	NON-active	NON-active
344	77-83-8	CC1(OC1C(=O)OCC)c1ccccc1	Training	NON-active	NON-active
345	107-21-1	OCCO	Training	NON-active	NON-active
346	96-45-7	S=C1NCCN1	Training	NON-active	NON-active
347	106-87-6	C1C2OC2CCC1C1CO1	Training	NON-active	NON-active
348	104-76-7	CCCCC(CO)CC	Training	NON-active	NON-active
349	103-23-1	CCCCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CC	Training	NON-active	NON-active
350	117-81-7	CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC	Training	NON-active	NON-active
351	470-82-6	CC1(C)OC2(C)CCC1CC2	Training	NON-active	NON-active
352	97-53-0	COc1cc(CC=C)ccc1O	Training	NON-active	NON-active
353	102676-31-3	N#Cc1ccc(cc1)C1CCCc2c[n]c[n]21	Training	NON-active	NON-active
354	140-56-7	CN(C)c1ccc(cc1)N=NS(O)(=O)=O	Training	NON-active	NON-active
355	N.A.	CC(C)C(C(=O)OC(C#N)c1cc(ccc1)Oc1ccccc1)c1ccc(Cl)cc1	Training	NON-active	NON-active
356	98319-26-7	CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC21C	Training	NON-active	NON-active
357	86386-73-4	OC(C[n]1c[n]c[n]1)(C[n]1c[n]c[n]1)c1ccc(F)cc1F	Training	NON-active	NON-active
358	2164-17-2	CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F	Training	NON-active	NON-active
359	51-21-8	O=C1NC=C(F)C(=O)N1	Training	NON-active	NON-active
360	25812-30-0	Cc1cc(OCCCC(C)(C)C(O)=O)c(C)cc1	Training	NON-active	NON-active
361	105-87-3	CC(C)=CCCC(C)=CCOC(C)=O	Training	NON-active	NON-active
362	77-06-5	CC12C3C(C(O)=O)C45CC(O)(CCC4C3(C=CC1O)OC2=O)C(=C)C5	Training	NON-active	NON-active
363	56-81-5	OC(CO)CO	Training	NON-active	NON-active
364	96-24-2	OCC(O)CCl	Training	NON-active	NON-active
365	556-52-5	OCC1CO1	Training	NON-active	NON-active
366	87-68-3	ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl	Training	NON-active	NON-active
367	100-97-0	C1N2CN3CN1CN(C2)C3	Training	NON-active	NON-active
368	122-66-7	c1ccccc1NNc1ccccc1	Training	NON-active	NON-active
369	58-93-5	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	Training	NON-active	NON-active
370	123-31-9	Oc1ccc(O)cc1	Training	NON-active	NON-active
371	148-24-3	Oc1cccc2ccc[n]c21	Training	NON-active	NON-active
372	120-72-9	c1cccc2[nH]ccc21	Training	NON-active	NON-active
373	53-86-1	Cc1c(CC(O)=O)c2cc(ccc2[n]1C(=O)c1ccc(Cl)cc1)OC	Training	NON-active	NON-active
374	54-85-3	NNC(=O)c1cc[n]cc1	Training	NON-active	NON-active
375	78-59-1	CC1CC(C)(C)CC(=O)C=1	Training	NON-active	NON-active
376	122-42-9	CC(C)OC(=O)Nc1ccccc1	Training	NON-active	NON-active
377	520-18-3	Oc1cc(O)cc2OC(c3ccc(O)cc3)=C(O)C(=O)c12	Training	NON-active	Active
378	1634-78-2	CCOC(=O)C(CC(=O)OCC)SP(=O)(OC)OC	Training	NON-active	NON-active
379	121-75-5	CCOC(=O)C(CC(=O)OCC)SP(=S)(OC)OC	Training	NON-active	NON-active
380	123-33-1	O=C1C=CC(=O)NN1	Training	NON-active	NON-active
381	1490-04-6	CC(C)C1CCC(C)CC1O	Training	NON-active	NON-active
382	N.A.	Sc1[n]c2ccccc2[s]1	Training	NON-active	NON-active
383	950-37-8	COC1=NN(CSP(=S)(OC)OC)C(=O)S1	Training	NON-active	NON-active
384	60-56-0	CN1C=CNC1=S	Training	NON-active	NON-active
385	59-05-2	CN(Cc1c[n]c2[n]c(N)[n]c(N)c2[n]1)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O	Training	NON-active	NON-active
386	150-76-5	COc1ccc(O)cc1	Training	NON-active	NON-active
387	598-55-0	COC(N)=O	Training	NON-active	NON-active
388	66-27-3	COS(C)(=O)=O	Training	NON-active	NON-active
389	872-50-4	CN1CCCC1=O	Training	NON-active	NON-active
390	101-61-1	CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1	Training	NON-active	NON-active
391	90-12-0	Cc1cccc2ccccc21	Training	NON-active	NON-active
392	91-62-3	Cc1cc2ccc[n]c2cc1	Training	NON-active	NON-active
393	622-97-9	Cc1ccc(C=C)cc1	Training	NON-active	NON-active
394	56-04-2	CC1=CC(=O)NC(=S)N1	Training	NON-active	NON-active
395	55-98-1	CS(=O)(=O)OCCCCOS(C)(=O)=O	Training	NON-active	NON-active
396	91-20-3	c1cccc2ccccc21	Training	NON-active	NON-active
397	86-87-3	OC(=O)Cc1cccc2ccccc21	Training	NON-active	NON-active
398	2243-62-1	Nc1cccc2c1cccc2N	Training	NON-active	NON-active
399	91-59-8	Nc1cc2ccccc2cc1	Training	NON-active	NON-active
400	98-92-0	NC(=O)c1ccc[n]c1	Training	NON-active	NON-active
401	54-11-5	CN1CCCC1c1c[n]ccc1	Training	NON-active	NON-active
402	59-67-6	OC(=O)c1ccc[n]c1	Training	NON-active	NON-active
403	139-13-9	OC(=O)CN(CC(O)=O)CC(O)=O	Training	NON-active	NON-active
404	99-59-2	COc1ccc(cc1N)[N+]([O-])=O	Training	NON-active	NON-active
405	59-87-0	NC(=O)N=NCc1ccc(o1)[N+]([O-])=O	Training	NON-active	NON-active
406	99-55-8	Cc1ccc(cc1N)[N+]([O-])=O	Training	NON-active	NON-active
407	100-01-6	Nc1ccc(cc1)[N+]([O-])=O	Training	NON-active	NON-active
408	98-95-3	[O-][N+](=O)c1ccccc1	Training	NON-active	NON-active
409	62-23-7	[O-][N+](=O)c1ccc(cc1)C(O)=O	Training	NON-active	NON-active
410	79-24-3	CC[N+]([O-])=O	Training	NON-active	NON-active
411	67-20-9	[O-][N+](=O)c1ccc(C=NN2CC(=O)NC2=O)o1	Training	NON-active	NON-active
412	684-93-5	CN(N=O)C(N)=O	Training	NON-active	NON-active
413	924-16-3	CCCCN(CCCC)N=O	Training	NON-active	NON-active
414	55-18-5	CCN(CC)N=O	Training	NON-active	NON-active
415	62-75-9	CN(C)N=O	Training	NON-active	NON-active
416	86-30-6	O=NN(c1ccccc1)c1ccccc1	Training	NON-active	NON-active
417	621-64-7	CCCN(CCC)N=O	Training	NON-active	NON-active
418	930-55-2	O=NN1CCCC1	Training	NON-active	NON-active
419	1936-15-8	Oc1ccc2cc(cc(c2c1N=Nc1ccccc1)S(O)(=O)=O)S(O)(=O)=O	Training	NON-active	NON-active
420	23135-22-0	CNC(=O)ON=C(SC)C(=O)N(C)C	Training	NON-active	NON-active
421	101-80-4	Nc1ccc(cc1)Oc1ccc(N)cc1	Training	NON-active	NON-active
422	1825-21-4	COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	Training	NON-active	NON-active
423	82-68-8	[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	Training	NON-active	NON-active
424	87-86-5	Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	Training	NON-active	NON-active
425	78-11-5	[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O	Training	NON-active	NON-active
426	57-30-7	CCC1(c2ccccc2)C(=O)NC(O)=NC1=O	Training	NON-active	NON-active
427	N.A.	Oc1ccccc1	Training	NON-active	NON-active
428	92-84-2	c1cccc2Nc3ccccc3Sc21	Training	NON-active	NON-active
429	842-07-9	Oc1ccc2ccccc2c1N=Nc1ccccc1	Training	NON-active	NON-active
430	108-45-2	Nc1cc(N)ccc1	Training	NON-active	NON-active
431	106-50-3	Nc1ccc(N)cc1	Training	NON-active	NON-active
432	1918-02-1	Nc1c(Cl)c([n]c(Cl)c1Cl)C(O)=O	Training	NON-active	NON-active
433	110-85-0	C1CNCCN1	Training	NON-active	NON-active
434	51-03-6	CCCc1cc2OCOc2cc1COCCOCCOCCCC	Training	NON-active	NON-active
435	1120-71-4	O=S1(=O)CCCO1	Training	NON-active	NON-active
436	139-40-2	CC(C)Nc1[n]c(Cl)[n]c(NC(C)C)[n]1	Training	NON-active	NON-active
437	1114-71-2	CCN(CCCC)C(=O)SCCC	Training	NON-active	NON-active
438	121-79-9	CCCOC(=O)c1cc(O)c(O)c(O)c1	Training	NON-active	NON-active
439	57-55-6	CC(O)CO	Training	NON-active	NON-active
440	51-52-5	CCCC1=CC(=O)NC(=S)N1	Training	NON-active	NON-active
441	58-14-0	CCc1[n]c(N)[n]c(N)c1-c1ccc(Cl)cc1	Training	NON-active	NON-active
442	117-39-5	Oc1cc2OC(c3cc(O)c(O)cc3)=C(O)C(=O)c2c(O)c1	Training	NON-active	Active
443	4548-53-2	Cc1cc(C)c(cc1S(O)(=O)=O)N=Nc1cc(c2ccccc2c1O)S(O)(=O)=O	Training	NON-active	NON-active
444	108-46-3	Oc1cc(O)ccc1	Training	NON-active	NON-active
445	302-79-4	CC1CCCC(C)(C)C=1C=CC(C)=CC=CC(C)=CC(O)=O	Training	NON-active	NON-active
446	13292-46-1	CN1CCN(CC1)N=Cc1c2NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=COC3(C)Oc4c(c(c(c2O)c(O)c4C)c1O)C3=O)OC	Training	NON-active	NON-active
447	N.A.	O=C1NS(=O)(=O)c2ccccc12	Training	NON-active	NON-active
448	94-59-7	C=CCc1ccc2OCOc2c1	Training	NON-active	NON-active
449	122-34-9	CCNc1[n]c(Cl)[n]c(NCC)[n]1	Training	NON-active	NON-active
450	110-44-1	CC=CC=CC(O)=O	Training	NON-active	NON-active
451	96-09-3	C1OC1c1ccccc1	Training	NON-active	NON-active
452	57-50-1	OC1C(OC(CO)C(O)C1O)OC1(CO)OC(CO)C(O)C1O	Training	NON-active	NON-active
453	732-26-3	CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	Training	NON-active	NON-active
454	58-55-9	CN1C(=O)c2[nH]c[n]c2N(C)C1=O	Training	NON-active	NON-active
455	148-79-8	c1[n]c(c[s]1)-c1[nH]c2ccccc2[n]1	Training	NON-active	NON-active
456	62-56-6	NC(N)=S	Training	NON-active	NON-active
457	1156-19-0	Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1	Training	NON-active	NON-active
458	584-84-9	Cc1ccc(cc1N=C=O)N=C=O	Training	NON-active	NON-active
459	N.A.	Cc1ccccc1N	Training	NON-active	NON-active
460	N.A.	OC(=O)C(Cl)(Cl)Cl	Training	NON-active	NON-active
461	88-06-2	Oc1c(Cl)cc(Cl)cc1Cl	Training	NON-active	NON-active
462	93-76-5	OC(=O)COc1cc(Cl)c(Cl)cc1Cl	Training	NON-active	NON-active
463	52-68-6	COP(=O)(OC)C(O)C(Cl)(Cl)Cl	Training	NON-active	NON-active
464	96-18-4	ClC(CCl)CCl	Training	NON-active	NON-active
465	102-71-6	OCCN(CCO)CCO	Training	NON-active	NON-active
466	112-27-6	OCCOCCOCCO	Training	NON-active	NON-active
467	1582-09-8	CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O	Training	NON-active	NON-active
468	95-63-6	Cc1cc(C)c(C)cc1	Training	NON-active	NON-active
469	512-56-1	COP(=O)(OC)OC	Training	NON-active	NON-active
470	115-96-8	O=P(OCCCl)(OCCCl)OCCCl	Training	NON-active	NON-active
471	78-42-2	CCCCC(COP(=O)(OCC(CCCC)CC)OCC(CCCC)CC)CC	Training	NON-active	NON-active
472	122-20-3	CC(O)CN(CC(C)O)CC(C)O	Training	NON-active	NON-active
473	73-22-3	NC(Cc1c[nH]c2ccccc21)C(O)=O	Training	NON-active	NON-active
474	57-13-6	NC(N)=O	Training	NON-active	NON-active
475	51-79-6	CCOC(N)=O	Training	NON-active	NON-active
476	88-12-0	C=CN1CCCC1=O	Training	NON-active	NON-active
477	108-38-3	Cc1cc(C)ccc1	Training	NON-active	NON-active
478	1934-21-0	OC(=O)C1NN(c2ccc(cc2)S(O)(=O)=O)C(=O)C=1N=Nc1ccc(cc1)S(O)(=O)=O	Training	NON-active	NON-active
479	2783-94-0	Oc1ccc2cc(ccc2c1N=Nc1ccc(cc1)S(O)(=O)=O)S(O)(=O)=O	Training	NON-active	NON-active
480	17924-92-4	CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1	Training	NON-active	NON-active
481	122-78-1	O=CCc1ccccc1	Training	NON-active	NON-active
482	121-91-5	OC(=O)c1cc(ccc1)C(O)=O	Training	NON-active	NON-active
483	107-92-6	CCCC(O)=O	Training	NON-active	NON-active
484	N.A.	OC(=O)C=CC(O)=O	Training	NON-active	NON-active
485	112-34-5	CCCCOCCOCCO	Training	NON-active	NON-active
486	143-22-6	CCCCOCCOCCOCCO	Training	NON-active	NON-active
487	95-57-8	Oc1ccccc1Cl	Training	NON-active	NON-active
488	112-31-2	CCCCCCCCCC=O	Training	NON-active	NON-active
489	334-48-5	CCCCCCCCCC(O)=O	Training	NON-active	NON-active
490	75-99-0	CC(Cl)(Cl)C(O)=O	Training	NON-active	NON-active
491	143-07-7	CCCCCCCCCCCC(O)=O	Training	NON-active	NON-active
492	111-71-7	CCCCCCC=O	Training	NON-active	NON-active
493	111-14-8	CCCCCCC(O)=O	Training	NON-active	NON-active
494	57-10-3	CCCCCCCCCCCCCCCC(O)=O	Training	NON-active	NON-active
495	124-04-9	OC(=O)CCCCC(O)=O	Training	NON-active	NON-active
496	142-62-1	CCCCCC(O)=O	Training	NON-active	NON-active
497	124-19-6	CCCCCCCCC=O	Training	NON-active	NON-active
498	123-99-9	OC(=O)CCCCCCCC(O)=O	Training	NON-active	NON-active
499	112-05-0	CCCCCCCCC(O)=O	Training	NON-active	NON-active
500	57-11-4	CCCCCCCCCCCCCCCCCC(O)=O	Training	NON-active	NON-active
501	124-13-0	CCCCCCCC=O	Training	NON-active	NON-active
502	124-07-2	CCCCCCCC(O)=O	Training	NON-active	NON-active
503	110-62-3	CCCCC=O	Training	NON-active	NON-active
504	109-52-4	CCCCC(O)=O	Training	NON-active	NON-active
505	544-63-8	CCCCCCCCCCCCCC(O)=O	Training	NON-active	NON-active
506	1120-21-4	CCCCCCCCCCC	Training	NON-active	NON-active
507	59-50-7	Cc1cc(O)ccc1Cl	Training	NON-active	NON-active
508	65-45-2	NC(=O)c1ccccc1O	Training	NON-active	NON-active
509	67-68-5	CS(C)=O	Training	NON-active	NON-active
510	71-23-8	CCCO	Training	NON-active	NON-active
511	77-71-4	CC1(C)NC(=O)NC1=O	Training	NON-active	NON-active
512	78-51-3	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC	Training	NON-active	NON-active
513	78-96-6	CC(O)CN	Training	NON-active	NON-active
514	83-32-9	C1Cc2cccc3cccc1c23	Training	NON-active	NON-active
515	83-88-5	Cc1cc2c(cc1C)N=C1C(=NC(=O)NC1=O)N2CC(O)C(O)C(O)CO	Training	NON-active	NON-active
516	84-66-2	CCOC(=O)c1ccccc1C(=O)OCC	Training	NON-active	NON-active
517	84-74-2	CCCCOC(=O)c1ccccc1C(=O)OCCCC	Training	NON-active	NON-active
518	88-30-2	[O-][N+](=O)c1ccc(O)cc1C(F)(F)F	Training	NON-active	NON-active
519	N.A.	[O-][N+](=O)c1ccccc1O	Training	NON-active	NON-active
520	90-02-8	Oc1ccccc1C=O	Training	NON-active	NON-active
521	90-15-3	Oc1cccc2ccccc21	Training	NON-active	NON-active
522	91-22-5	c1cccc2[n]cccc21	Training	NON-active	NON-active
523	91-66-7	CCN(CC)c1ccccc1	Training	NON-active	NON-active
524	94-09-7	CCOC(=O)c1ccc(N)cc1	Training	NON-active	NON-active
525	95-48-7	Cc1ccccc1O	Training	NON-active	NON-active
526	96-29-7	CCC(C)N=O	Training	NON-active	NON-active
527	98-86-2	CC(=O)c1ccccc1	Training	NON-active	NON-active
528	99-08-1	Cc1cc(ccc1)[N+]([O-])=O	Training	NON-active	NON-active
529	99-97-8	Cc1ccc(cc1)N(C)C	Training	NON-active	NON-active
530	N.A.	[O-][N+](=O)c1ccc(O)cc1	Training	NON-active	NON-active
531	100-37-8	CCN(CCO)CC	Training	NON-active	NON-active
532	100-64-1	O=NC1CCCCC1	Training	NON-active	NON-active
533	101-84-8	c1ccccc1Oc1ccccc1	Training	NON-active	NON-active
534	102-27-2	Cc1cccc(c1)NCC	Training	NON-active	NON-active
535	103-76-4	OCCN1CCNCC1	Training	NON-active	NON-active
536	104-13-2	CCCCc1ccc(N)cc1	Training	NON-active	NON-active
537	105-53-3	CCOC(=O)CC(=O)OCC	Training	NON-active	NON-active
538	105-67-9	Cc1cc(C)c(O)cc1	Training	NON-active	NON-active
539	105-99-7	CCCCOC(=O)CCCCC(=O)OCCCC	Training	NON-active	NON-active
540	106-44-5	Cc1ccc(O)cc1	Training	NON-active	NON-active
541	106-48-9	Oc1ccc(Cl)cc1	Training	NON-active	NON-active
542	106-49-0	Cc1ccc(N)cc1	Training	NON-active	NON-active
543	107-07-3	OCCCl	Training	NON-active	NON-active
544	107-41-5	CC(O)CC(C)(C)O	Training	NON-active	NON-active
545	107-87-9	CCCC(C)=O	Training	NON-active	NON-active
546	108-93-0	OC1CCCCC1	Training	NON-active	NON-active
547	108-99-6	Cc1c[n]ccc1	Training	NON-active	NON-active
548	109-77-3	N#CCC#N	Training	NON-active	NON-active
549	110-12-3	CC(C)CCC(C)=O	Training	NON-active	NON-active
550	110-43-0	CCCCCC(C)=O	Training	NON-active	NON-active
551	110-65-6	OCC#CCO	Training	NON-active	NON-active
552	110-73-6	CCNCCO	Training	NON-active	NON-active
553	111-15-9	CCOCCOC(C)=O	Training	NON-active	NON-active
554	111-27-3	CCCCCCO	Training	NON-active	NON-active
555	111-42-2	OCCNCCO	Training	NON-active	NON-active
556	111-69-3	N#CCCCCC#N	Training	NON-active	NON-active
557	111-70-6	CCCCCCCO	Training	NON-active	NON-active
558	111-87-5	CCCCCCCCO	Training	NON-active	NON-active
559	111-90-0	CCOCCOCCO	Training	NON-active	NON-active
560	112-12-9	CCCCCCCCCC(C)=O	Training	NON-active	NON-active
561	112-30-1	CCCCCCCCCCO	Training	NON-active	NON-active
562	112-70-9	CCCCCCCCCCCCCO	Training	NON-active	NON-active
563	117-84-0	CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC	Training	NON-active	NON-active
564	118-55-8	Oc1ccccc1C(=O)Oc1ccccc1	Training	NON-active	NON-active
565	118-79-6	Oc1c(Br)cc(Br)cc1Br	Training	NON-active	NON-active
